
Gurobi 13.0.2 (linux64) logging started Wed Jul  1 05:55:58 2026

Set parameter LogFile to value "/tmp/sweep_20260701_010247_iran_alt400km_s2_i2_v6_gurobi.log"
Set parameter Method to value 1
Set parameter NodefileStart to value 4
Set parameter RINS to value 50
Gurobi Optimizer version 13.0.2 build v13.0.2rc1 (linux64 - "Debian GNU/Linux 13 (trixie)")

CPU model: Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 16 physical cores, 32 logical processors, using up to 32 threads

Non-default parameters:
TimeLimit  18000
MIPGap  0.001
Method  1
LPWarmStart  1
Heuristics  0.2
MIPFocus  1
NodefileStart  4
RINS  50
Symmetry  2
Cuts  2
CoverCuts  2
LogToConsole  0

Academic license 2812613 - for non-commercial use only - registered to no___@gatech.edu
Optimize a model with 63184 rows, 14360 columns and 7465764 nonzeros (Min)
Model fingerprint: 0x2bf58aa9
Model has 14360 linear objective coefficients
Variable types: 0 continuous, 14360 integer (14360 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+00]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+00]

Found heuristic solution: objective 458.0000000
Presolve removed 0 rows and 0 columns (presolve time = 5s)...
Presolve removed 0 rows and 0 columns (presolve time = 10s)...
Presolve removed 8616 rows and 0 columns (presolve time = 15s)...
Presolve removed 8616 rows and 0 columns (presolve time = 21s)...
Presolve removed 8616 rows and 0 columns (presolve time = 25s)...
Presolve removed 8616 rows and 0 columns (presolve time = 30s)...
Presolve removed 8616 rows and 0 columns (presolve time = 35s)...
Presolve removed 8616 rows and 0 columns (presolve time = 40s)...
Presolve removed 8616 rows and 0 columns (presolve time = 45s)...
Presolve removed 8616 rows and 0 columns (presolve time = 50s)...
Presolve removed 8616 rows and 0 columns (presolve time = 55s)...
Presolve removed 8616 rows and 0 columns (presolve time = 60s)...
Presolve removed 8616 rows and 0 columns (presolve time = 65s)...
Presolve removed 8616 rows and 0 columns (presolve time = 70s)...
Presolve removed 8616 rows and 0 columns (presolve time = 75s)...
Presolve removed 8616 rows and 0 columns
Presolve time: 79.52s
Presolved: 54568 rows, 14360 columns, 6414612 nonzeros
Variable types: 0 continuous, 14360 integer (14360 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   29256    1.4023006e+02   2.192711e+05   0.000000e+00    261s
   29696    1.4043412e+02   2.449502e+05   0.000000e+00    266s
   30226    1.4066511e+02   1.079702e+07   0.000000e+00    271s
   30656    1.4084098e+02   1.042369e+06   0.000000e+00    275s
   31186    1.4105783e+02   8.787699e+05   0.000000e+00    281s
   31606    1.4120935e+02   4.368499e+05   0.000000e+00    285s
   32026    1.4141420e+02   1.567857e+05   0.000000e+00    290s
   32556    1.4162221e+02   8.460791e+04   0.000000e+00    296s
   32966    1.4176407e+02   2.536848e+05   0.000000e+00    300s
   33466    1.4196192e+02   5.259881e+04   0.000000e+00    306s
   33906    1.4212613e+02   1.361035e+05   0.000000e+00    311s
   34366    1.4230482e+02   1.244545e+05   0.000000e+00    316s
   34816    1.4247071e+02   8.684542e+04   0.000000e+00    321s
   35276    1.4258871e+02   1.712696e+06   0.000000e+00    326s
   35726    1.4273083e+02   1.355025e+05   0.000000e+00    331s
   36126    1.4287185e+02   3.116834e+05   0.000000e+00    336s
   36616    1.4302595e+02   3.357094e+06   0.000000e+00    342s
   37026    1.4314228e+02   5.089061e+04   0.000000e+00    346s
   37416    1.4328596e+02   1.491967e+05   0.000000e+00    351s
   37776    1.4343934e+02   8.420053e+04   0.000000e+00    355s
   38316    1.4363627e+02   2.782972e+05   0.000000e+00    361s
   38766    1.4379438e+02   1.172669e+05   0.000000e+00    367s
   39116    1.4391962e+02   6.358429e+05   0.000000e+00    371s
   39656    1.4410956e+02   2.207917e+05   0.000000e+00    377s
   39976    1.4422040e+02   5.345380e+04   0.000000e+00    381s
   40386    1.4436318e+02   8.121117e+04   0.000000e+00    386s
   40826    1.4449978e+02   5.052126e+05   0.000000e+00    391s
   41216    1.4465835e+02   6.369306e+04   0.000000e+00    396s
   41686    1.4479670e+02   1.349844e+05   0.000000e+00    401s
   42146    1.4490940e+02   1.628503e+05   0.000000e+00    407s
   42536    1.4502496e+02   3.328996e+05   0.000000e+00    412s
   42836    1.4509887e+02   5.695149e+04   0.000000e+00    415s
   43246    1.4521631e+02   7.495810e+04   0.000000e+00    420s
   43736    1.4536796e+02   3.980182e+05   0.000000e+00    426s
   44066    1.4545689e+02   4.784260e+05   0.000000e+00    431s
   44576    1.4559900e+02   4.957306e+04   0.000000e+00    437s
   44916    1.4567394e+02   6.644267e+05   0.000000e+00    441s
   45246    1.4577978e+02   2.258190e+06   0.000000e+00    445s
   45756    1.4591499e+02   4.633522e+04   0.000000e+00    452s
   46096    1.4600162e+02   1.590731e+05   0.000000e+00    456s
   46436    1.4609803e+02   5.165536e+04   0.000000e+00    461s
   46936    1.4623116e+02   5.988418e+05   0.000000e+00    467s
   47276    1.4633055e+02   2.020873e+06   0.000000e+00    471s
   47606    1.4642100e+02   1.522537e+05   0.000000e+00    476s
   48086    1.4653797e+02   1.747254e+06   0.000000e+00    482s
   48416    1.4661927e+02   1.287560e+05   0.000000e+00    486s
   48736    1.4670485e+02   7.433556e+04   0.000000e+00    491s
   49226    1.4682801e+02   1.035118e+05   0.000000e+00    497s
   49536    1.4692653e+02   4.004996e+05   0.000000e+00    501s
   49856    1.4700660e+02   1.588945e+05   0.000000e+00    506s
   50336    1.4713001e+02   2.847378e+05   0.000000e+00    512s
   50666    1.4720864e+02   9.697079e+04   0.000000e+00    516s
   50996    1.4728210e+02   7.410385e+05   0.000000e+00    521s
   51336    1.4734681e+02   3.781951e+05   0.000000e+00    525s
   51826    1.4745200e+02   3.701403e+05   0.000000e+00    532s
   52156    1.4752510e+02   2.893705e+05   0.000000e+00    536s
   52486    1.4759913e+02   1.633932e+05   0.000000e+00    540s
   52976    1.4770507e+02   5.604778e+05   0.000000e+00    547s
   53296    1.4776766e+02   2.150008e+05   0.000000e+00    551s
   53616    1.4783144e+02   3.688714e+05   0.000000e+00    556s
   53946    1.4790795e+02   1.112541e+05   0.000000e+00    560s
   54456    1.4804609e+02   2.553798e+05   0.000000e+00    567s
   54776    1.4811385e+02   1.049585e+05   0.000000e+00    571s
   55096    1.4818819e+02   2.718334e+05   0.000000e+00    576s
   55586    1.4831286e+02   8.040256e+04   0.000000e+00    582s
   55916    1.4838463e+02   1.176414e+05   0.000000e+00    586s
   56236    1.4846521e+02   2.626230e+05   0.000000e+00    591s
   56556    1.4852290e+02   8.422233e+05   0.000000e+00    595s
   57046    1.4861454e+02   1.504062e+05   0.000000e+00    602s
   57366    1.4867328e+02   2.536632e+05   0.000000e+00    607s
   57696    1.4873952e+02   1.455406e+05   0.000000e+00    611s
   58026    1.4880020e+02   6.098417e+05   0.000000e+00    616s
   58346    1.4886704e+02   8.171075e+05   0.000000e+00    620s
   58856    1.4896386e+02   7.082352e+04   0.000000e+00    627s
   59166    1.4903133e+02   1.113000e+05   0.000000e+00    631s
   59476    1.4909647e+02   7.817895e+04   0.000000e+00    636s
   59796    1.4915375e+02   3.085243e+05   0.000000e+00    640s
   60116    1.4921326e+02   1.952971e+05   0.000000e+00    645s
   60586    1.4930108e+02   5.303204e+05   0.000000e+00    652s
   60906    1.4935968e+02   1.154220e+06   0.000000e+00    656s
   61236    1.4941585e+02   1.178604e+05   0.000000e+00    661s
   61556    1.4948406e+02   7.155986e+04   0.000000e+00    666s
   61876    1.4955616e+02   8.607324e+04   0.000000e+00    670s
   62356    1.4964623e+02   1.946853e+05   0.000000e+00    677s
   62676    1.4970615e+02   1.363769e+05   0.000000e+00    682s
   62996    1.4976838e+02   1.266763e+05   0.000000e+00    687s
   63316    1.4983041e+02   6.365636e+04   0.000000e+00    691s
   63636    1.4988243e+02   1.495097e+05   0.000000e+00    696s
   63956    1.4993921e+02   6.467680e+04   0.000000e+00    701s
   64266    1.4999974e+02   5.074476e+04   0.000000e+00    705s
   64566    1.5005006e+02   1.866722e+05   0.000000e+00    710s
   65026    1.5011560e+02   9.787906e+04   0.000000e+00    717s
   65336    1.5016724e+02   1.330124e+05   0.000000e+00    721s
   65646    1.5021879e+02   2.544603e+05   0.000000e+00    726s
   65966    1.5026584e+02   1.167262e+06   0.000000e+00    731s
   66276    1.5032028e+02   5.652400e+05   0.000000e+00    736s
   66586    1.5037303e+02   1.026436e+05   0.000000e+00    740s
   66896    1.5043637e+02   8.021940e+05   0.000000e+00    745s
   67366    1.5051249e+02   2.961362e+05   0.000000e+00    752s
   67676    1.5057027e+02   1.787939e+05   0.000000e+00    757s
   67986    1.5061935e+02   6.602232e+04   0.000000e+00    761s
   68286    1.5066901e+02   2.490853e+05   0.000000e+00    766s
   68596    1.5070982e+02   4.359355e+05   0.000000e+00    770s
   68906    1.5076221e+02   3.841818e+05   0.000000e+00    775s
   69386    1.5082722e+02   6.798383e+04   0.000000e+00    782s
   69676    1.5087727e+02   2.022831e+05   0.000000e+00    787s
   69986    1.5093289e+02   4.721403e+04   0.000000e+00    792s
   70286    1.5097841e+02   9.261729e+04   0.000000e+00    796s
   70596    1.5103189e+02   2.500446e+05   0.000000e+00    801s
   70906    1.5108763e+02   1.331048e+06   0.000000e+00    806s
   71216    1.5113134e+02   4.472150e+04   0.000000e+00    810s
   71516    1.5117908e+02   9.657129e+04   0.000000e+00    815s
   71966    1.5125281e+02   2.280026e+05   0.000000e+00    822s
   72266    1.5130275e+02   4.747009e+04   0.000000e+00    827s
   72576    1.5135229e+02   1.188842e+05   0.000000e+00    831s
   72886    1.5138742e+02   1.950793e+05   0.000000e+00    836s
   73186    1.5143248e+02   5.977517e+04   0.000000e+00    841s
   73496    1.5147593e+02   4.358362e+05   0.000000e+00    846s
   73806    1.5151244e+02   1.410463e+05   0.000000e+00    850s
   74126    1.5156141e+02   1.230570e+05   0.000000e+00    855s
   74446    1.5161897e+02   2.747922e+05   0.000000e+00    860s
   74916    1.5167480e+02   2.162112e+05   0.000000e+00    867s
   75226    1.5171407e+02   9.836074e+04   0.000000e+00    872s
   75536    1.5175412e+02   2.079530e+05   0.000000e+00    877s
   75836    1.5179711e+02   9.702442e+04   0.000000e+00    882s
   76146    1.5184314e+02   1.774925e+05   0.000000e+00    886s
   76446    1.5188470e+02   1.375845e+05   0.000000e+00    891s
   76746    1.5192399e+02   3.971182e+05   0.000000e+00    896s
   77056    1.5196583e+02   7.851157e+04   0.000000e+00    901s
   77366    1.5201729e+02   8.697119e+04   0.000000e+00    906s
   77666    1.5206889e+02   7.840017e+04   0.000000e+00    910s
   77966    1.5211280e+02   3.423897e+04   0.000000e+00    915s
   78416    1.5218292e+02   4.909261e+04   0.000000e+00    922s
   78716    1.5223057e+02   5.817778e+04   0.000000e+00    927s
   79016    1.5226962e+02   1.321508e+05   0.000000e+00    932s
   79326    1.5231774e+02   1.155267e+05   0.000000e+00    937s
   79636    1.5236093e+02   2.419853e+05   0.000000e+00    942s
   79946    1.5240497e+02   3.336258e+05   0.000000e+00    947s
   80276    1.5245083e+02   2.868285e+05   0.000000e+00    952s
   80596    1.5248970e+02   1.794249e+05   0.000000e+00    957s
   80906    1.5253287e+02   9.731837e+04   0.000000e+00    962s
   81216    1.5258112e+02   4.051162e+04   0.000000e+00    967s
   81516    1.5261574e+02   8.730109e+04   0.000000e+00    972s
   81816    1.5265021e+02   1.959733e+05   0.000000e+00    977s
   82106    1.5269477e+02   5.267482e+05   0.000000e+00    981s
   82396    1.5273782e+02   1.411774e+05   0.000000e+00    986s
   82696    1.5276808e+02   9.260559e+04   0.000000e+00    991s
   83016    1.5280085e+02   3.028400e+04   0.000000e+00    997s
   83326    1.5284425e+02   9.399146e+04   0.000000e+00   1002s
   83636    1.5287344e+02   4.469870e+05   0.000000e+00   1007s
   83936    1.5290747e+02   1.803698e+06   0.000000e+00   1012s
   84236    1.5294784e+02   4.416547e+04   0.000000e+00   1017s
   84546    1.5298446e+02   9.411960e+04   0.000000e+00   1021s
   84836    1.5302106e+02   1.919676e+05   0.000000e+00   1026s
   85136    1.5305554e+02   3.109449e+05   0.000000e+00   1031s
   85426    1.5309058e+02   8.378699e+04   0.000000e+00   1036s
   85756    1.5313321e+02   1.641220e+05   0.000000e+00   1042s
   86096    1.5317533e+02   1.092853e+05   0.000000e+00   1047s
   86406    1.5321750e+02   2.648881e+05   0.000000e+00   1052s
   86716    1.5324678e+02   3.537041e+06   0.000000e+00   1057s
   87016    1.5328267e+02   4.435632e+05   0.000000e+00   1062s
   87186    1.5329704e+02   1.313700e+05   0.000000e+00   1065s
   87526    1.5332757e+02   3.782037e+04   0.000000e+00   1071s
   87846    1.5336045e+02   8.192307e+04   0.000000e+00   1076s
   88146    1.5339843e+02   1.335996e+05   0.000000e+00   1081s
   88436    1.5343182e+02   5.770982e+04   0.000000e+00   1086s
   88736    1.5346893e+02   3.859562e+04   0.000000e+00   1091s
   89046    1.5350646e+02   7.824582e+04   0.000000e+00   1096s
   89356    1.5354954e+02   7.215355e+04   0.000000e+00   1101s
   89656    1.5357928e+02   1.474333e+05   0.000000e+00   1106s
   89956    1.5360688e+02   8.134259e+05   0.000000e+00   1110s
   90236    1.5364066e+02   9.000049e+04   0.000000e+00   1115s
   90526    1.5367289e+02   1.923535e+05   0.000000e+00   1120s
   90826    1.5370754e+02   3.311407e+05   0.000000e+00   1125s
   91116    1.5373856e+02   1.846507e+05   0.000000e+00   1130s
   91416    1.5377254e+02   1.040847e+05   0.000000e+00   1135s
   91706    1.5380151e+02   2.062191e+05   0.000000e+00   1140s
   91996    1.5383321e+02   1.326598e+06   0.000000e+00   1145s
   92316    1.5385989e+02   4.559429e+05   0.000000e+00   1150s
   92626    1.5388982e+02   2.532145e+05   0.000000e+00   1156s
   92916    1.5391817e+02   3.237462e+05   0.000000e+00   1161s
   93216    1.5394855e+02   4.404260e+04   0.000000e+00   1166s
   93516    1.5398352e+02   7.949198e+04   0.000000e+00   1171s
   93796    1.5401423e+02   4.843765e+04   0.000000e+00   1176s
   94096    1.5404513e+02   4.365981e+05   0.000000e+00   1181s
   94386    1.5407373e+02   1.937011e+05   0.000000e+00   1186s
   94666    1.5410130e+02   8.227257e+04   0.000000e+00   1191s
   95006    1.5413032e+02   1.850261e+05   0.000000e+00   1196s
   95316    1.5415871e+02   1.389665e+05   0.000000e+00   1201s
   95606    1.5418543e+02   1.770221e+05   0.000000e+00   1206s
   95906    1.5421665e+02   1.050021e+05   0.000000e+00   1211s
   96206    1.5424850e+02   2.877282e+05   0.000000e+00   1216s
   96496    1.5427675e+02   4.165230e+04   0.000000e+00   1221s
   96776    1.5430867e+02   1.904004e+05   0.000000e+00   1226s
   97076    1.5433697e+02   2.819415e+05   0.000000e+00   1231s
   97366    1.5436781e+02   8.355864e+04   0.000000e+00   1236s
   97656    1.5439970e+02   1.179177e+06   0.000000e+00   1242s
   97996    1.5443180e+02   6.158522e+04   0.000000e+00   1247s
   98306    1.5446322e+02   4.777846e+04   0.000000e+00   1252s
   98606    1.5449054e+02   7.996320e+05   0.000000e+00   1257s
   98906    1.5452347e+02   3.450877e+05   0.000000e+00   1262s
   99206    1.5454883e+02   9.237068e+04   0.000000e+00   1267s
   99496    1.5457638e+02   8.483916e+04   0.000000e+00   1272s
   99786    1.5460705e+02   1.410459e+05   0.000000e+00   1277s
  100106    1.5463903e+02   3.426385e+04   0.000000e+00   1283s
  100266    1.5465265e+02   4.718867e+04   0.000000e+00   1285s
  100576    1.5468188e+02   2.441334e+05   0.000000e+00   1290s
  100866    1.5471425e+02   7.785495e+04   0.000000e+00   1295s
  101146    1.5474453e+02   9.557445e+04   0.000000e+00   1300s
  101446    1.5477380e+02   1.551957e+05   0.000000e+00   1305s
  101736    1.5481629e+02   1.740984e+05   0.000000e+00   1310s
  102056    1.5484798e+02   3.910637e+04   0.000000e+00   1316s
  102346    1.5487109e+02   1.067302e+05   0.000000e+00   1321s
  102636    1.5490745e+02   9.845978e+04   0.000000e+00   1326s
  102946    1.5493442e+02   1.250541e+06   0.000000e+00   1331s
  103266    1.5497073e+02   6.836311e+04   0.000000e+00   1337s
  103446    1.5498984e+02   7.632670e+05   0.000000e+00   1340s
  103796    1.5502914e+02   3.403436e+04   0.000000e+00   1346s
  104116    1.5505990e+02   7.740652e+04   0.000000e+00   1352s
  104446    1.5508653e+02   1.105714e+05   0.000000e+00   1357s
  104606    1.5510060e+02   5.188429e+04   0.000000e+00   1360s
  104896    1.5512966e+02   6.459191e+05   0.000000e+00   1365s
  105226    1.5515324e+02   6.978229e+04   0.000000e+00   1371s
  105526    1.5517788e+02   7.158822e+04   0.000000e+00   1376s
  105826    1.5520574e+02   5.176808e+04   0.000000e+00   1381s
  106106    1.5523527e+02   5.709428e+04   0.000000e+00   1386s
  106456    1.5526919e+02   8.600219e+04   0.000000e+00   1392s
  106626    1.5528527e+02   7.079672e+05   0.000000e+00   1395s
  106936    1.5531068e+02   4.563196e+04   0.000000e+00   1401s
  107226    1.5534358e+02   9.816020e+04   0.000000e+00   1406s
  107526    1.5537341e+02   8.055005e+04   0.000000e+00   1411s
  107856    1.5540424e+02   2.450710e+04   0.000000e+00   1416s
  108146    1.5543198e+02   8.500173e+04   0.000000e+00   1422s
  108446    1.5545645e+02   9.342929e+04   0.000000e+00   1427s
  108766    1.5548822e+02   7.102729e+04   0.000000e+00   1432s
  109086    1.5552057e+02   6.480946e+04   0.000000e+00   1438s
  109266    1.5553867e+02   3.882900e+05   0.000000e+00   1441s
  109596    1.5556686e+02   1.338797e+05   0.000000e+00   1447s
  109916    1.5559885e+02   2.252411e+05   0.000000e+00   1452s
  110106    1.5561524e+02   4.017291e+05   0.000000e+00   1456s
  110436    1.5564372e+02   8.456231e+04   0.000000e+00   1461s
  110746    1.5567762e+02   2.484247e+05   0.000000e+00   1467s
  111046    1.5570811e+02   2.378254e+05   0.000000e+00   1472s
  111356    1.5573808e+02   2.668892e+05   0.000000e+00   1477s
  111656    1.5575900e+02   4.063353e+04   0.000000e+00   1483s
  111816    1.5576815e+02   7.125337e+05   0.000000e+00   1485s
  112176    1.5578982e+02   3.554370e+05   0.000000e+00   1491s
  112526    1.5581332e+02   1.011719e+05   0.000000e+00   1497s
  112686    1.5582650e+02   4.564860e+04   0.000000e+00   1500s
  112996    1.5584741e+02   1.321678e+05   0.000000e+00   1505s
  113286    1.5587214e+02   1.279400e+05   0.000000e+00   1511s
  113646    1.5590103e+02   1.145246e+05   0.000000e+00   1517s
  113966    1.5592487e+02   1.448869e+05   0.000000e+00   1522s
  114146    1.5593835e+02   4.888955e+04   0.000000e+00   1525s
  114486    1.5596867e+02   3.931052e+04   0.000000e+00   1531s
  114776    1.5599186e+02   3.561972e+05   0.000000e+00   1537s
  115096    1.5601340e+02   2.406284e+05   0.000000e+00   1542s
  115416    1.5603722e+02   7.162398e+04   0.000000e+00   1548s
  115566    1.5604813e+02   9.166353e+04   0.000000e+00   1551s
  115926    1.5607898e+02   2.848080e+04   0.000000e+00   1557s
  116096    1.5609074e+02   6.467736e+04   0.000000e+00   1560s
  116466    1.5612051e+02   1.190233e+05   0.000000e+00   1566s
  116826    1.5615332e+02   1.237748e+05   0.000000e+00   1573s
  117016    1.5617069e+02   3.551707e+04   0.000000e+00   1576s
  117336    1.5619539e+02   3.758020e+05   0.000000e+00   1582s
  117516    1.5620801e+02   8.631991e+05   0.000000e+00   1585s
  117886    1.5623477e+02   5.524400e+04   0.000000e+00   1592s
  118216    1.5626181e+02   5.658714e+04   0.000000e+00   1598s
  118386    1.5628034e+02   2.068395e+05   0.000000e+00   1601s
  118716    1.5630963e+02   4.423154e+05   0.000000e+00   1606s
  119076    1.5633545e+02   6.744432e+04   0.000000e+00   1613s
  119266    1.5635356e+02   2.855130e+05   0.000000e+00   1616s
  119646    1.5638068e+02   4.610111e+04   0.000000e+00   1623s
  119846    1.5639384e+02   1.737354e+05   0.000000e+00   1626s
  120246    1.5641922e+02   1.171047e+05   0.000000e+00   1633s
  120416    1.5642932e+02   4.724944e+04   0.000000e+00   1636s
  120716    1.5645612e+02   4.713974e+04   0.000000e+00   1641s
  121036    1.5648201e+02   2.319152e+05   0.000000e+00   1647s
  121406    1.5650392e+02   1.257216e+05   0.000000e+00   1653s
  121576    1.5651484e+02   1.032194e+05   0.000000e+00   1656s
  121926    1.5653944e+02   5.579721e+04   0.000000e+00   1662s
  122226    1.5656527e+02   1.757690e+06   0.000000e+00   1667s
  122366    1.5657673e+02   2.259493e+05   0.000000e+00   1670s
  122686    1.5661061e+02   1.772906e+06   0.000000e+00   1676s
  123046    1.5663005e+02   2.799074e+05   0.000000e+00   1682s
  123366    1.5665468e+02   1.616997e+05   0.000000e+00   1687s
  123546    1.5666698e+02   6.806271e+04   0.000000e+00   1690s
  123886    1.5668930e+02   2.627082e+04   0.000000e+00   1696s
  124196    1.5670890e+02   1.180114e+05   0.000000e+00   1702s
  124496    1.5673036e+02   8.460503e+04   0.000000e+00   1707s
  124656    1.5674391e+02   1.608627e+05   0.000000e+00   1710s
  124966    1.5676890e+02   4.951366e+05   0.000000e+00   1716s
  125316    1.5679412e+02   6.857983e+04   0.000000e+00   1722s
  125676    1.5683090e+02   3.520515e+04   0.000000e+00   1728s
  125846    1.5684713e+02   2.110771e+05   0.000000e+00   1731s
  126146    1.5686515e+02   8.214830e+05   0.000000e+00   1736s
  126476    1.5688708e+02   1.722559e+05   0.000000e+00   1742s
  126776    1.5690913e+02   4.852020e+04   0.000000e+00   1747s
  127106    1.5693340e+02   5.159897e+04   0.000000e+00   1753s
  127266    1.5694589e+02   6.031464e+05   0.000000e+00   1755s
  127556    1.5696283e+02   1.325264e+05   0.000000e+00   1761s
  127846    1.5698480e+02   3.573010e+04   0.000000e+00   1766s
  128166    1.5700616e+02   5.232430e+04   0.000000e+00   1771s
  128486    1.5702832e+02   6.032597e+04   0.000000e+00   1777s
  128806    1.5705236e+02   4.479811e+05   0.000000e+00   1782s
  128996    1.5706383e+02   6.703416e+05   0.000000e+00   1785s
  129336    1.5709028e+02   5.985641e+04   0.000000e+00   1791s
  129686    1.5711092e+02   6.089981e+04   0.000000e+00   1797s
  129876    1.5712484e+02   1.175564e+05   0.000000e+00   1801s
  130206    1.5715024e+02   1.408111e+05   0.000000e+00   1806s
  130556    1.5717413e+02   3.502120e+04   0.000000e+00   1812s
  130716    1.5718228e+02   1.232271e+05   0.000000e+00   1815s
  131026    1.5720108e+02   4.242948e+04   0.000000e+00   1821s
  131366    1.5722287e+02   1.797861e+05   0.000000e+00   1827s
  131706    1.5724416e+02   5.919612e+04   0.000000e+00   1833s
  131876    1.5725406e+02   5.474589e+04   0.000000e+00   1835s
  132196    1.5727103e+02   6.274402e+04   0.000000e+00   1841s
  132576    1.5729907e+02   2.748408e+05   0.000000e+00   1848s
  132746    1.5731184e+02   4.768829e+04   0.000000e+00   1851s
  133106    1.5733742e+02   4.453021e+04   0.000000e+00   1857s
