
Gurobi 13.0.2 (linux64) logging started Wed Jul 22 14:06:05 2026

Set parameter LogFile to value "/tmp/sweep_20260721_030322_iran_alt400km_s75_i1_v4_gurobi.log"
Set parameter Method to value 1
Set parameter NodefileStart to value 4
Set parameter RINS to value 50
Gurobi Optimizer version 13.0.2 build v13.0.2rc1 (linux64 - "Debian GNU/Linux 13 (trixie)")

CPU model: Intel(R) Xeon(R) Platinum 8375C CPU @ 2.90GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 16 physical cores, 32 logical processors, using up to 32 threads

Non-default parameters:
TimeLimit  14400
MIPGap  0.001
Method  1
LPWarmStart  1
Heuristics  0.2
MIPFocus  1
NodefileStart  4
RINS  50
Symmetry  2
Cuts  2
CoverCuts  2
LogToConsole  0

Academic license 2812613 - for non-commercial use only - registered to no___@gatech.edu
Optimize a model with 63184 rows, 50260 columns and 8616000 nonzeros (Min)
Model fingerprint: 0x86e3c7ab
Model has 50260 linear objective coefficients
Variable types: 0 continuous, 50260 integer (50260 binary)
Coefficient statistics:
  Matrix range     [1e+00, 1e+00]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [8e+01, 8e+01]

Found heuristic solution: objective 34864.000000
Presolve removed 0 rows and 0 columns (presolve time = 5s)...
Presolve removed 0 rows and 0 columns (presolve time = 10s)...
Presolve removed 0 rows and 0 columns (presolve time = 15s)...
Presolve removed 0 rows and 0 columns (presolve time = 20s)...
Presolve removed 0 rows and 0 columns (presolve time = 25s)...
Presolve removed 0 rows and 0 columns (presolve time = 30s)...
Presolve removed 0 rows and 0 columns (presolve time = 35s)...
Presolve removed 0 rows and 0 columns (presolve time = 40s)...
Presolve removed 0 rows and 0 columns (presolve time = 45s)...
Presolve removed 0 rows and 0 columns (presolve time = 50s)...
Presolve removed 0 rows and 0 columns (presolve time = 55s)...
Presolve removed 0 rows and 0 columns (presolve time = 60s)...
Presolve removed 0 rows and 0 columns (presolve time = 65s)...
Presolve removed 0 rows and 0 columns (presolve time = 70s)...
Presolve removed 0 rows and 0 columns (presolve time = 75s)...
Presolve removed 0 rows and 0 columns (presolve time = 80s)...
Presolve removed 0 rows and 0 columns (presolve time = 85s)...
Presolve removed 0 rows and 0 columns (presolve time = 90s)...
Presolve time: 91.42s
Presolved: 63184 rows, 50260 columns, 8616000 nonzeros
Variable types: 0 continuous, 50260 integer (50260 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   42599    2.2636905e+04   3.040330e+06   0.000000e+00    697s
   42799    2.2639533e+04   3.142155e+06   0.000000e+00    701s
   42999    2.2642193e+04   3.508747e+06   0.000000e+00    706s
   43199    2.2644892e+04   9.399985e+05   0.000000e+00    711s
   43399    2.2647566e+04   1.917972e+06   0.000000e+00    715s
   43599    2.2651029e+04   1.253826e+06   0.000000e+00    720s
   43899    2.2655622e+04   2.890773e+05   0.000000e+00    727s
   44099    2.2657913e+04   4.018939e+06   0.000000e+00    732s
   44299    2.2660221e+04   3.634403e+05   0.000000e+00    737s
   44499    2.2662710e+04   7.340306e+05   0.000000e+00    742s
   44699    2.2665713e+04   1.553526e+06   0.000000e+00    746s
   44889    2.2668336e+04   1.051264e+06   0.000000e+00    751s
   45079    2.2670640e+04   1.244004e+06   0.000000e+00    756s
   45279    2.2673344e+04   6.165583e+05   0.000000e+00    760s
   45479    2.2675716e+04   6.854825e+05   0.000000e+00    765s
   45679    2.2678290e+04   4.854303e+06   0.000000e+00    770s
   45969    2.2681684e+04   1.166540e+06   0.000000e+00    777s
   46159    2.2683904e+04   1.572349e+06   0.000000e+00    782s
   46359    2.2686185e+04   2.360829e+06   0.000000e+00    787s
   46549    2.2688474e+04   1.802632e+06   0.000000e+00    791s
   46739    2.2690478e+04   1.352088e+06   0.000000e+00    796s
   46929    2.2692963e+04   7.976237e+05   0.000000e+00    801s
   47119    2.2695259e+04   7.117416e+05   0.000000e+00    805s
   47309    2.2697820e+04   5.275019e+05   0.000000e+00    810s
   47599    2.2701680e+04   1.635997e+06   0.000000e+00    817s
   47779    2.2703849e+04   7.411401e+05   0.000000e+00    822s
   47959    2.2705986e+04   1.903111e+06   0.000000e+00    827s
   48139    2.2708352e+04   6.380901e+05   0.000000e+00    831s
   48319    2.2710364e+04   8.446024e+05   0.000000e+00    836s
   48509    2.2712703e+04   4.231554e+05   0.000000e+00    841s
   48689    2.2714747e+04   4.429639e+06   0.000000e+00    845s
   48959    2.2718200e+04   1.213804e+06   0.000000e+00    852s
   49139    2.2720161e+04   3.250863e+07   0.000000e+00    857s
   49329    2.2722356e+04   3.987427e+06   0.000000e+00    862s
   49509    2.2724629e+04   3.564658e+05   0.000000e+00    866s
   49689    2.2726621e+04   2.658771e+06   0.000000e+00    871s
   49879    2.2728923e+04   4.545614e+05   0.000000e+00    876s
   50059    2.2730936e+04   5.244573e+05   0.000000e+00    881s
   50239    2.2733087e+04   8.851937e+05   0.000000e+00    886s
   50419    2.2734940e+04   2.284135e+06   0.000000e+00    890s
   50599    2.2736465e+04   7.725606e+06   0.000000e+00    895s
   50869    2.2739138e+04   7.208889e+05   0.000000e+00    902s
   51049    2.2741158e+04   3.029573e+06   0.000000e+00    907s
   51229    2.2742769e+04   2.427226e+06   0.000000e+00    912s
   51409    2.2744485e+04   8.606947e+05   0.000000e+00    917s
   51589    2.2746267e+04   1.154579e+06   0.000000e+00    922s
   51789    2.2748436e+04   4.550383e+05   0.000000e+00    927s
   51969    2.2750124e+04   1.758346e+06   0.000000e+00    932s
   52159    2.2751957e+04   6.202018e+05   0.000000e+00    937s
   52359    2.2754016e+04   7.572288e+05   0.000000e+00    943s
   52449    2.2754847e+04   1.578789e+06   0.000000e+00    945s
   52629    2.2756541e+04   8.357481e+05   0.000000e+00    950s
   52809    2.2758194e+04   4.773577e+05   0.000000e+00    955s
   53079    2.2760563e+04   4.431376e+05   0.000000e+00    962s
   53259    2.2762360e+04   4.191110e+05   0.000000e+00    967s
   53439    2.2764192e+04   1.518191e+06   0.000000e+00    972s
   53619    2.2765895e+04   5.316692e+05   0.000000e+00    977s
   53819    2.2767567e+04   8.461434e+05   0.000000e+00    982s
   53919    2.2768587e+04   6.864455e+05   0.000000e+00    985s
   54099    2.2770427e+04   9.572118e+05   0.000000e+00    990s
   54279    2.2772036e+04   5.909421e+05   0.000000e+00    995s
   54459    2.2773670e+04   3.224426e+06   0.000000e+00   1000s
   54639    2.2775245e+04   5.174454e+05   0.000000e+00   1005s
   54849    2.2776700e+04   1.252400e+06   0.000000e+00   1011s
   55049    2.2778596e+04   3.699662e+05   0.000000e+00   1017s
   55229    2.2780153e+04   5.906827e+05   0.000000e+00   1022s
   55409    2.2781830e+04   2.711245e+05   0.000000e+00   1027s
   55619    2.2783631e+04   4.737507e+05   0.000000e+00   1033s
   55739    2.2784337e+04   3.366299e+06   0.000000e+00   1036s
   55939    2.2785762e+04   8.633678e+05   0.000000e+00   1042s
   56149    2.2787500e+04   2.917945e+05   0.000000e+00   1048s
   56249    2.2788629e+04   2.681653e+06   0.000000e+00   1050s
   56469    2.2790856e+04   3.569819e+06   0.000000e+00   1056s
   56709    2.2793034e+04   1.540484e+06   0.000000e+00   1063s
   56809    2.2793984e+04   1.335611e+06   0.000000e+00   1066s
   57029    2.2795770e+04   1.013194e+06   0.000000e+00   1072s
   57149    2.2796610e+04   2.252440e+06   0.000000e+00   1075s
   57379    2.2798508e+04   4.460302e+05   0.000000e+00   1082s
   57619    2.2800691e+04   4.127681e+05   0.000000e+00   1088s
   57719    2.2801331e+04   3.433058e+06   0.000000e+00   1091s
   57949    2.2803283e+04   5.150260e+05   0.000000e+00   1098s
   58059    2.2804120e+04   2.170934e+06   0.000000e+00   1101s
   58289    2.2806244e+04   7.736759e+05   0.000000e+00   1107s
   58409    2.2806968e+04   5.009867e+06   0.000000e+00   1110s
   58649    2.2808860e+04   6.390645e+05   0.000000e+00   1117s
   58749    2.2809561e+04   4.475083e+05   0.000000e+00   1120s
   58959    2.2811110e+04   2.313661e+06   0.000000e+00   1126s
   59179    2.2812652e+04   1.777002e+06   0.000000e+00   1132s
   59289    2.2813566e+04   3.048638e+05   0.000000e+00   1135s
   59519    2.2815289e+04   9.298090e+05   0.000000e+00   1142s
   59629    2.2816193e+04   9.634909e+05   0.000000e+00   1145s
   59829    2.2817803e+04   3.250032e+05   0.000000e+00   1151s
   60049    2.2819241e+04   2.722703e+06   0.000000e+00   1157s
   60159    2.2819947e+04   5.791282e+05   0.000000e+00   1160s
   60369    2.2821253e+04   7.352373e+05   0.000000e+00   1166s
   60589    2.2823031e+04   6.954448e+05   0.000000e+00   1172s
   60709    2.2823744e+04   3.053786e+05   0.000000e+00   1176s
   60919    2.2825232e+04   6.683982e+05   0.000000e+00   1182s
   61139    2.2826960e+04   4.495679e+05   0.000000e+00   1188s
   61249    2.2827749e+04   7.313573e+05   0.000000e+00   1191s
   61469    2.2829379e+04   1.904082e+06   0.000000e+00   1197s
   61579    2.2830169e+04   1.523117e+05   0.000000e+00   1201s
   61799    2.2831552e+04   2.226343e+05   0.000000e+00   1207s
   61909    2.2832392e+04   6.329502e+05   0.000000e+00   1210s
   62129    2.2833669e+04   5.452119e+05   0.000000e+00   1217s
   62249    2.2834501e+04   8.971855e+05   0.000000e+00   1220s
   62469    2.2836019e+04   2.995194e+06   0.000000e+00   1226s
   62689    2.2837471e+04   1.352073e+06   0.000000e+00   1233s
   62799    2.2838163e+04   6.465798e+05   0.000000e+00   1236s
   63039    2.2839905e+04   8.072375e+05   0.000000e+00   1243s
   63149    2.2840565e+04   6.059996e+05   0.000000e+00   1246s
   63379    2.2841916e+04   2.060583e+06   0.000000e+00   1252s
   63499    2.2842437e+04   9.718480e+05   0.000000e+00   1256s
   63709    2.2843939e+04   5.076579e+05   0.000000e+00   1262s
   63929    2.2845459e+04   4.954026e+05   0.000000e+00   1268s
   64039    2.2846026e+04   7.221326e+05   0.000000e+00   1271s
   64249    2.2847347e+04   5.353130e+05   0.000000e+00   1278s
   64359    2.2847857e+04   1.317181e+06   0.000000e+00   1281s
   64589    2.2849652e+04   3.553612e+05   0.000000e+00   1287s
   64699    2.2850266e+04   4.062366e+05   0.000000e+00   1291s
   64929    2.2851695e+04   1.472250e+06   0.000000e+00   1297s
   65039    2.2852324e+04   4.659874e+05   0.000000e+00   1301s
   65259    2.2853799e+04   1.083964e+06   0.000000e+00   1307s
   65369    2.2854665e+04   9.236630e+05   0.000000e+00   1311s
   65589    2.2855972e+04   1.291321e+06   0.000000e+00   1317s
   65699    2.2856792e+04   4.140657e+05   0.000000e+00   1321s
   65919    2.2858278e+04   2.858021e+05   0.000000e+00   1327s
   66029    2.2858955e+04   6.695457e+05   0.000000e+00   1330s
   66259    2.2860182e+04   2.233390e+05   0.000000e+00   1337s
   66369    2.2860749e+04   7.452909e+05   0.000000e+00   1340s
   66589    2.2861933e+04   1.296783e+06   0.000000e+00   1347s
   66699    2.2862555e+04   9.415074e+05   0.000000e+00   1350s
   66919    2.2864035e+04   3.216763e+06   0.000000e+00   1357s
   67029    2.2864690e+04   6.240294e+06   0.000000e+00   1361s
   67249    2.2865939e+04   2.322579e+05   0.000000e+00   1367s
   67359    2.2866645e+04   2.299235e+06   0.000000e+00   1371s
   67579    2.2867891e+04   4.837222e+05   0.000000e+00   1377s
   67689    2.2868537e+04   2.919544e+05   0.000000e+00   1381s
   67919    2.2869852e+04   6.358085e+06   0.000000e+00   1387s
   68029    2.2870466e+04   1.615718e+06   0.000000e+00   1391s
   68249    2.2871572e+04   8.268600e+05   0.000000e+00   1397s
   68359    2.2872211e+04   8.956057e+05   0.000000e+00   1401s
   68579    2.2873665e+04   6.719182e+05   0.000000e+00   1407s
   68689    2.2874415e+04   6.698570e+05   0.000000e+00   1411s
   68909    2.2875898e+04   2.398212e+06   0.000000e+00   1418s
   69019    2.2876486e+04   3.682722e+06   0.000000e+00   1421s
   69239    2.2877696e+04   4.790277e+05   0.000000e+00   1428s
   69349    2.2878356e+04   1.361403e+06   0.000000e+00   1432s
   69459    2.2879024e+04   9.385282e+05   0.000000e+00   1435s
   69679    2.2880282e+04   1.412165e+06   0.000000e+00   1442s
   69789    2.2880940e+04   1.458015e+06   0.000000e+00   1445s
   70009    2.2882109e+04   1.414239e+06   0.000000e+00   1452s
   70119    2.2882556e+04   3.522585e+05   0.000000e+00   1456s
   70339    2.2883682e+04   1.479230e+06   0.000000e+00   1463s
   70449    2.2884236e+04   1.100622e+06   0.000000e+00   1466s
   70669    2.2885443e+04   2.466629e+06   0.000000e+00   1473s
   70779    2.2886085e+04   3.905509e+05   0.000000e+00   1476s
   70999    2.2887280e+04   7.279627e+05   0.000000e+00   1483s
   71109    2.2887884e+04   4.519414e+05   0.000000e+00   1487s
   71219    2.2888382e+04   2.978637e+07   0.000000e+00   1490s
   71439    2.2889414e+04   8.796027e+05   0.000000e+00   1497s
   71549    2.2890002e+04   2.393485e+05   0.000000e+00   1501s
   71769    2.2891087e+04   3.444874e+05   0.000000e+00   1507s
   71879    2.2891553e+04   4.374462e+05   0.000000e+00   1511s
   72099    2.2892514e+04   3.708326e+05   0.000000e+00   1518s
   72209    2.2893016e+04   1.995456e+06   0.000000e+00   1521s
   72429    2.2894106e+04   3.650877e+05   0.000000e+00   1528s
   72539    2.2894674e+04   7.958415e+05   0.000000e+00   1532s
   72649    2.2895148e+04   5.782854e+05   0.000000e+00   1535s
   72869    2.2896308e+04   1.916817e+05   0.000000e+00   1542s
   72979    2.2897003e+04   1.363889e+06   0.000000e+00   1546s
   73199    2.2898273e+04   2.409123e+05   0.000000e+00   1553s
   73309    2.2898885e+04   1.290022e+06   0.000000e+00   1556s
   73529    2.2899754e+04   7.718995e+05   0.000000e+00   1563s
   73639    2.2900238e+04   2.623849e+06   0.000000e+00   1567s
   73749    2.2900723e+04   3.746317e+05   0.000000e+00   1570s
   73969    2.2901614e+04   3.407848e+05   0.000000e+00   1577s
   74079    2.2902115e+04   3.765774e+05   0.000000e+00   1581s
   74299    2.2903076e+04   4.291817e+05   0.000000e+00   1588s
   74409    2.2903516e+04   8.705501e+05   0.000000e+00   1591s
   74629    2.2904470e+04   8.404057e+05   0.000000e+00   1598s
   74739    2.2905053e+04   3.473908e+05   0.000000e+00   1601s
   74959    2.2906242e+04   4.716550e+05   0.000000e+00   1608s
   75069    2.2906826e+04   2.665916e+05   0.000000e+00   1612s
   75179    2.2907361e+04   4.904521e+05   0.000000e+00   1615s
   75399    2.2908323e+04   8.373326e+05   0.000000e+00   1622s
   75509    2.2908868e+04   1.057845e+06   0.000000e+00   1626s
   75729    2.2909855e+04   6.397038e+05   0.000000e+00   1633s
   75839    2.2910333e+04   5.110435e+05   0.000000e+00   1637s
   75949    2.2910874e+04   6.641839e+05   0.000000e+00   1640s
   76169    2.2911847e+04   2.463056e+05   0.000000e+00   1647s
   76279    2.2912301e+04   6.046658e+05   0.000000e+00   1651s
   76499    2.2913269e+04   3.291445e+06   0.000000e+00   1658s
   76609    2.2913775e+04   3.417525e+05   0.000000e+00   1661s
   76829    2.2914728e+04   4.064840e+05   0.000000e+00   1668s
   76939    2.2915138e+04   5.171272e+05   0.000000e+00   1672s
   77049    2.2915606e+04   5.107873e+05   0.000000e+00   1676s
   77269    2.2916624e+04   3.235983e+05   0.000000e+00   1683s
   77379    2.2917023e+04   1.794569e+06   0.000000e+00   1686s
   77599    2.2918012e+04   3.160832e+05   0.000000e+00   1693s
   77709    2.2918469e+04   3.844138e+05   0.000000e+00   1697s
   77819    2.2918968e+04   6.437382e+05   0.000000e+00   1701s
   78039    2.2919754e+04   9.117817e+05   0.000000e+00   1708s
   78149    2.2920149e+04   9.853013e+05   0.000000e+00   1711s
   78369    2.2921059e+04   2.673962e+05   0.000000e+00   1719s
   78479    2.2921459e+04   3.540042e+05   0.000000e+00   1722s
   78589    2.2921848e+04   2.216307e+05   0.000000e+00   1726s
   78809    2.2922810e+04   4.645050e+05   0.000000e+00   1733s
   78919    2.2923245e+04   2.786561e+05   0.000000e+00   1736s
   79139    2.2924034e+04   4.627854e+05   0.000000e+00   1743s
   79249    2.2924370e+04   1.776327e+06   0.000000e+00   1747s
   79359    2.2924812e+04   4.323020e+05   0.000000e+00   1751s
   79569    2.2925704e+04   8.947707e+05   0.000000e+00   1758s
   79669    2.2926185e+04   9.689788e+05   0.000000e+00   1761s
   79879    2.2927105e+04   1.257765e+06   0.000000e+00   1768s
   79979    2.2927570e+04   3.239022e+05   0.000000e+00   1772s
   80089    2.2928042e+04   4.263286e+05   0.000000e+00   1775s
   80309    2.2929048e+04   3.744727e+05   0.000000e+00   1783s
   80419    2.2929480e+04   4.983388e+05   0.000000e+00   1786s
   80639    2.2930282e+04   6.098099e+05   0.000000e+00   1793s
   80749    2.2930729e+04   4.378643e+05   0.000000e+00   1797s
   80859    2.2931222e+04   5.535229e+05   0.000000e+00   1801s
   81069    2.2932046e+04   2.591228e+05   0.000000e+00   1808s
   81169    2.2932443e+04   3.675929e+06   0.000000e+00   1811s
   81389    2.2933377e+04   3.478774e+05   0.000000e+00   1819s
   81499    2.2933823e+04   8.526515e+05   0.000000e+00   1822s
   81599    2.2934145e+04   5.621192e+06   0.000000e+00   1826s
   81799    2.2934980e+04   1.841712e+05   0.000000e+00   1832s
   81909    2.2935377e+04   2.397215e+05   0.000000e+00   1836s
   82129    2.2936200e+04   3.387493e+05   0.000000e+00   1843s
   82229    2.2936583e+04   6.416232e+05   0.000000e+00   1847s
